i,j,dist,angle,frame
14,19,6.632925900385139,46.78991060824616,0
19,16,3.046637818973565,4.969740728110363,0
16,14,4.262705713511079,41.820169880135786,0
14,15,1.246258801373134,22.833654177917435,0
15,13,1.768665315993957,4.398705354995675,0
13,14,0.9904928066371812,18.43494882292188,0
14,13,0.9904928066371812,18.43494882292188,0
13,12,1.3020791066598068,5.1944289077348,0
12,14,2.0891380997913953,13.240519915187045,0
8,19,7.708597797265079,62.06385802555041,1
19,0,12.828039912628899,144.64479129575918,1
0,8,5.463759877593451,153.29135067869043,1
8,14,7.53721234940346,13.012440956690849,1
14,19,5.97707704484391,49.051417068859536,1
19,8,7.708597797265079,62.06385802555041,1
9,10,2.0571446230151116,25.247248075627006,1
10,4,8.246888443528263,57.136824455292235,1
4,9,9.944522361581775,31.88957637966522,1
7,8,2.2250494376530146,94.184916125119,1
8,0,5.463759877593451,153.29135067869043,1
0,7,3.4858245796367897,112.52373319619059,1
3,7,2.2227660695628773,67.38013505195933,1
7,0,3.4858245796367897,112.52373319619059,1
0,3,3.2883749786178584,45.14359814423124,1
2,1,0.4494441010848846,37.53678441767904,1
1,4,3.1835415813210277,162.94651293705343,1
4,2,2.996480769169059,125.40972851937438,1
3,2,2.429618900156976,66.72709593591799,1
2,4,2.996480769169059,125.40972851937438,1
4,3,2.6176350012941074,167.86317554470764,1
1,2,0.4494441010848846,37.53678441767904,1
2,0,2.753828244462606,21.58349779168676,1
0,1,2.966845125718564,15.953286625992241,1
2,3,2.429618900156976,66.72709593591799,1
3,0,3.2883749786178584,45.14359814423124,1
0,2,2.753828244462606,21.58349779168676,1
11,9,3.6473575366283995,30.057598393138683,1
9,12,3.1588189248515013,46.317803101450465,1
12,11,1.9065161945286482,16.260204708311807,1
9,11,3.6473575366283995,30.057598393138683,1
11,10,3.0800417204966544,55.30484646876567,1
10,9,2.0571446230151116,25.247248075627006,1
11,14,2.341778170536227,21.14254331084673,1
14,8,7.53721234940346,13.012440956690849,1
8,11,8.020517502006962,8.130102354155916,1
7,6,2.2182808658959323,104.25003269780315,1
6,8,2.9530345409425873,161.56505117707783,1
8,7,2.2250494376530146,94.184916125119,1
6,7,2.2182808658959323,104.25003269780315,1
7,3,2.2227660695628773,67.38013505195933,1
3,6,2.3964000083458536,36.86989764584382,1
6,11,7.745744638186826,153.43494882292194,1
11,8,8.020517502006962,8.130102354155916,1
8,6,2.9530345409425873,161.56505117707783,1
11,6,7.745744638186826,153.43494882292194,1
6,10,6.42673859745361,98.13010235415632,1
10,11,3.0800417204966544,55.30484646876567,1
13,16,2.654009984909628,163.63892254465435,1
16,14,2.546685689283231,163.0809291161828,1
14,13,2.3901725879107554,0.5579934284722514,1
11,13,1.6815593953232841,21.70053673931835,1
13,14,2.3901725879107554,0.5579934284722514,1
14,11,2.341778170536227,21.14254331084673,1
16,13,2.654009984909628,163.63892254465435,1
13,12,1.5282283860732342,5.440332031006622,1
12,16,4.118982519992045,158.19859051364784,1
13,11,1.6815593953232841,21.70053673931835,1
11,12,1.9065161945286482,16.260204708311807,1
12,13,1.5282283860732342,5.440332031006622,1
10,5,6.262058207969646,150.56525992641696,1
5,4,2.391068798675606,152.2979156182908,1
4,10,8.246888443528263,57.136824455292235,1
6,5,1.7758389566624562,52.43515757226066,1
5,10,6.262058207969646,150.56525992641696,1
10,6,6.42673859745361,98.13010235415632,1
5,3,2.450830267480799,15.565259926416823,1
3,4,2.6176350012941074,167.86317554470764,1
4,5,2.391068798675606,152.2979156182908,1
5,6,1.7758389566624562,52.43515757226066,1
6,3,2.3964000083458536,36.86989764584382,1
3,5,2.450830267480799,15.565259926416823,1
16,15,1.4416393446351272,155.46918963248203,1
15,14,1.5159960422111933,41.449881251335164,1
14,16,2.546685689283231,163.0809291161828,1
18,15,1.9930592063458652,17.102728969052304,1
15,16,1.4416393446351272,155.46918963248203,1
16,18,2.7927500783278143,138.36646066342973,1
15,17,1.2855979153685646,79.2374627768575,1
17,14,2.377875101850389,37.78758152552233,1
14,15,1.5159960422111933,41.449881251335164,1
17,15,1.2855979153685646,79.2374627768575,1
15,18,1.9930592063458652,17.102728969052304,1
18,17,0.8592327973256161,96.34019174590978,1
14,17,2.377875101850389,37.78758152552233,1
17,19,4.183895314177926,86.83899859438188,1
19,14,5.97707704484391,49.051417068859536,1
17,18,0.8592327973256161,96.34019174590978,1
18,19,3.8293154740762714,9.50119315152791,1
19,17,4.183895314177926,86.83899859438188,1
0,1,3.3596215560684812,56.464725789650025,2
1,3,1.6424871384580144,108.43494882292201,2
3,0,4.683770382928693,51.97022303327199,2
4,1,3.7678822964630934,63.43494882292216,2
1,0,3.3596215560684812,56.464725789650025,2
0,4,4.529069882437231,6.970223033272149,2
19,18,1.5867079126291639,141.22781265937658,2
18,17,4.228166505709063,102.09475707701223,2
17,19,4.792339094847107,39.13305558236437,2
15,14,3.9690372888145062,45.90351445429813,2
14,13,3.9152043369407936,27.962232204374466,2
13,15,7.111460328230763,17.941282249923646,2
16,15,6.3915545839803345,152.89637070435484,2
15,17,6.986460119402388,112.70492394064972,2
17,16,2.158483032131594,94.39870535499544,2
18,16,2.924718277031138,7.6960517220167945,2
16,17,2.158483032131594,94.39870535499544,2
17,18,4.228166505709063,102.09475707701223,2
16,18,2.924718277031138,7.6960517220167945,2
18,7,4.678673423097621,135.8998597149044,2
7,16,5.075796095195314,143.5959114369212,2
8,19,6.216874857997383,25.09681211443817,2
19,3,10.32896437209462,50.86694441763564,2
3,8,4.837023258161986,75.96375653207383,2
8,18,5.234332526693351,116.13100054493842,2
18,19,1.5867079126291639,141.22781265937658,2
19,8,6.216874857997383,25.09681211443817,2
10,14,3.8345046616218874,56.45052383142089,2
14,15,3.9690372888145062,45.90351445429813,2
15,10,5.829147879407419,102.35403828571901,2
16,10,4.540572320754291,104.74959100992616,2
10,15,5.829147879407419,102.35403828571901,2
15,16,6.3915545839803345,152.89637070435484,2
10,16,4.540572320754291,104.74959100992616,2
16,7,5.075796095195314,143.5959114369212,2
7,10,2.1035981080044737,111.65449755315267,2
6,10,3.6299913223036775,79.6491143450693,2
10,7,2.1035981080044737,111.65449755315267,2
7,6,2.665184796594787,32.005383208083394,2
10,6,3.6299913223036775,79.6491143450693,2
6,14,5.873602386951299,23.198590513648398,2
14,10,3.8345046616218874,56.45052383142089,2
1,2,1.326032427959436,156.80140948635187,2
2,3,1.0750823224293107,48.36646066342987,2
3,1,1.6424871384580144,108.43494882292201,2
2,8,3.898874196482877,124.33021719550368,2
8,3,4.837023258161986,75.96375653207383,2
3,2,1.0750823224293107,48.36646066342987,2
9,6,2.9988614506175497,131.98721249581672,2
6,7,2.665184796594787,32.005383208083394,2
7,9,2.179873390818834,163.99259570390007,2
18,9,5.0866842834994195,60.10754458119552,2
9,7,2.179873390818834,163.99259570390007,2
7,18,4.678673423097621,135.8998597149044,2
8,9,0.3400000000000007,56.023455963742904,2
9,18,5.0866842834994195,60.10754458119552,2
18,8,5.234332526693351,116.13100054493842,2
6,11,6.325960243314848,164.7448812969417,2
11,14,3.931720488539338,172.05652818940996,2
14,6,5.873602386951299,23.198590513648398,2
14,11,3.931720488539338,172.05652818940996,2
11,13,1.3662668114244714,159.98123960621564,2
13,14,3.9152043369407936,27.962232204374466,2
11,12,1.1392106916633082,13.79948539601835,2
12,13,0.9266725419478029,146.18175421019725,2
13,11,1.3662668114244714,159.98123960621564,2
11,6,6.325960243314848,164.7448812969417,2
6,4,2.2570000000000006,44.99999999999987,2
4,11,6.3865021725511095,150.2551187030584,2
11,4,6.3865021725511095,150.2551187030584,2
4,0,4.529069882437231,6.970223033272149,2
0,11,9.87459649808538,143.28489566978632,2
12,11,1.1392106916633082,13.79948539601835,2
11,0,9.87459649808538,143.28489566978632,2
0,12,10.67100918376514,157.0843810658047,2
2,5,3.9977264788877185,179.17081097164888,2
5,8,3.5777776621808135,54.84059377614572,2
8,2,3.898874196482877,124.33021719550368,2
5,9,3.508437401465217,1.1828621875977603,2
9,8,0.3400000000000007,56.023455963742904,2
8,5,3.5777776621808135,54.84059377614572,2
9,5,3.508437401465217,1.1828621875977603,2
5,6,1.2691591704746887,130.80435030821957,2
6,9,2.9988614506175497,131.98721249581672,2
6,5,1.2691591704746887,130.80435030821957,2
5,4,1.138877517558407,85.80435030821968,2
4,6,2.2570000000000006,44.99999999999987,2
4,5,1.138877517558407,85.80435030821968,2
5,1,3.834935853440055,22.369401485297512,2
1,4,3.7678822964630934,63.43494882292216,2
5,2,3.9977264788877185,179.17081097164888,2
2,1,1.326032427959436,156.80140948635187,2
1,5,3.834935853440055,22.369401485297512,2
18,10,7.253580150518777,61.108352741146554,3
10,19,11.49763732251109,26.565051177077894,3
19,18,6.511938037174495,34.54330156406868,3
17,18,3.178178881057516,70.57067494917254,3
18,19,6.511938037174495,34.54330156406868,3
19,17,4.139063903831397,36.02737338510389,3
12,11,2.822862554216907,37.08583549095226,3
11,19,2.095116703193405,83.41805534482201,3
19,12,4.695004685833657,46.33221985386975,3
11,17,2.3595736903093325,119.4454287299259,3
17,19,4.139063903831397,36.02737338510389,3
19,11,2.095116703193405,83.41805534482201,3
17,11,2.3595736903093325,119.4454287299259,3
11,12,2.822862554216907,37.08583549095226,3
12,17,3.298947862576794,82.35959323897363,3
14,13,2.5773928687726286,114.75154263791204,3
13,12,0.8515027891909697,166.84629180552304,3
12,14,3.322579871124245,52.09474916761103,3
13,17,3.1478608609657446,110.79411495550332,3
17,12,3.298947862576794,82.35959323897363,3
12,13,0.8515027891909697,166.84629180552304,3
18,5,4.079254833912684,179.40910850715224,3
5,10,7.386058827277239,118.30075576600645,3
10,18,7.253580150518777,61.108352741146554,3
5,3,2.844807199091001,82.7367552594158,3
3,10,8.789639867480352,158.96248897457775,3
10,5,7.386058827277239,118.30075576600645,3
6,5,2.3889606526688536,103.97293324008751,3
5,18,4.079254833912684,179.40910850715224,3
18,6,4.898554582731521,76.61795825275951,3
3,0,1.2611728668188216,28.99985747660894,3
0,10,9.537844200866358,129.9626314979688,3
10,3,8.789639867480352,158.96248897457775,3
15,13,2.356520316059252,39.71875937155491,3
13,14,2.5773928687726286,114.75154263791204,3
14,15,1.7157068514172233,154.47030200946696,3
13,15,2.356520316059252,39.71875937155491,3
15,17,3.596169072777306,71.0753555839484,3
17,13,3.1478608609657446,110.79411495550332,3
7,15,6.740772656009103,141.72688404900137,3
15,14,1.7157068514172233,154.47030200946696,3
14,7,7.237952334742196,63.80281394153168,3
15,7,6.740772656009103,141.72688404900137,3
7,6,3.9091932671588414,76.53710473687907,3
6,15,5.78375656472504,141.73601121411957,3
0,2,3.666408733352026,54.8940486761062,3
2,1,2.198276597701024,133.5418768441027,3
1,0,3.088652942627255,78.64782816799648,3
2,0,3.666408733352026,54.8940486761062,3
0,3,1.2611728668188216,28.99985747660894,3
3,2,3.636653681614461,83.89390615271515,3
7,2,2.783463489970723,13.879376564835644,3
2,6,3.586307990120205,62.65772817204344,3
6,7,3.9091932671588414,76.53710473687907,3
1,2,2.198276597701024,133.5418768441027,3
2,9,2.4319329760501214,61.032339353936436,3
9,1,3.8064053909167366,165.4257838019609,3
2,7,2.783463489970723,13.879376564835644,3
7,9,1.8299904371334836,47.152962789100805,3
9,2,2.4319329760501214,61.032339353936436,3
5,4,2.2746626123449603,31.442807070464163,3
4,3,0.7160628464038593,51.293948188951646,3
3,5,2.844807199091001,82.7367552594158,3
4,5,2.2746626123449603,31.442807070464163,3
5,6,2.3889606526688536,103.97293324008751,3
6,4,2.775285390730114,72.53012616962337,3
4,2,3.468459600456666,135.1878543416668,3
2,3,3.636653681614461,83.89390615271515,3
3,4,0.7160628464038593,51.293948188951646,3
2,4,3.468459600456666,135.1878543416668,3
4,6,2.775285390730114,72.53012616962337,3
6,2,3.586307990120205,62.65772817204344,3
7,8,1.0932158981646745,14.706824798890079,3
8,9,0.8798420312760697,61.85978758799088,3
9,7,1.8299904371334836,47.152962789100805,3
8,7,1.0932158981646745,14.706824798890079,3
7,14,7.237952334742196,63.80281394153168,3
14,8,8.171984153190703,49.09598914264159,3
17,16,1.5707377247650223,115.5296979905325,3
16,18,2.384156035162129,173.89962706029488,3
18,17,3.178178881057516,70.57067494917254,3
15,16,3.009397447995195,44.454342406584104,3
16,17,1.5707377247650223,115.5296979905325,3
17,15,3.596169072777306,71.0753555839484,3
16,6,5.15469892428258,97.28166880753547,3
6,18,4.898554582731521,76.61795825275951,3
18,16,2.384156035162129,173.89962706029488,3
16,15,3.009397447995195,44.454342406584104,3
15,6,5.78375656472504,141.73601121411957,3
6,16,5.15469892428258,97.28166880753547,3
10,1,5.607440235972203,157.05977829714195,4
1,16,6.569323328928178,27.495680840093083,4
16,10,12.165092067058103,175.44454086276508,4
19,14,2.629021110603714,49.04958170327136,4
14,11,4.576943630852362,120.69072284825127,4
11,19,6.854795182935808,71.6411411449799,4
14,19,2.629021110603714,49.04958170327136,4
19,15,3.0256392712945788,162.71368483294324,4
15,14,2.0140588372736272,148.2367334637854,4
17,0,6.426423655502336,73.5686268329206,4
0,15,8.049838321357766,141.04937090771207,4
15,17,4.602817615330853,67.48074407479147,4
0,12,7.836687118929785,109.72681227272885,4
12,15,5.136196647325724,31.322558634983242,4
15,0,8.049838321357766,141.04937090771207,4
1,0,2.124211853841325,19.782765164622532,4
0,16,4.919870831637757,7.712915675470573,4
16,1,6.569323328928178,27.495680840093083,4
0,17,6.426423655502336,73.5686268329206,4
17,16,6.352045339888562,81.28154250839115,4
16,0,4.919870831637757,7.712915675470573,4
17,18,0.7829999999999995,129.80557109226527,4
18,16,6.72373118142003,48.52402858387412,4
16,17,6.352045339888562,81.28154250839115,4
19,18,4.951291750644473,0.0,4
18,15,4.891865186204542,162.71368483294324,4
15,19,3.0256392712945788,162.71368483294324,4
18,17,0.7829999999999995,129.80557109226527,4
17,15,4.602817615330853,67.48074407479147,4
15,18,4.891865186204542,162.71368483294324,4
12,13,4.491869210028271,134.7199642068276,4
13,15,2.707272612796872,166.04252284181086,4
15,12,5.136196647325724,31.322558634983242,4
13,14,1.617025046188217,17.80578937802545,4
14,15,2.0140588372736272,148.2367334637854,4
15,13,2.707272612796872,166.04252284181086,4
13,12,4.491869210028271,134.7199642068276,4
12,11,6.348205730755738,122.3951023229466,4
11,13,3.5304448728170206,102.88493347022583,4
14,13,1.617025046188217,17.80578937802545,4
13,11,3.5304448728170206,102.88493347022583,4
11,14,4.576943630852362,120.69072284825127,4
3,1,2.542113294092142,18.35664096551698,4
1,10,5.607440235972203,157.05977829714195,4
10,3,3.4771036797886827,138.70313733162496,4
4,3,0.7890405566255776,60.89256576465299,4
3,10,3.4771036797886827,138.70313733162496,4
10,4,3.104304914147449,77.81057156697194,4
12,6,4.587922950530011,56.32710746736487,4
6,11,10.081374955828197,66.06799485558172,4
11,12,6.348205730755738,122.3951023229466,4
2,4,1.9170565980168661,110.2689161541376,4
4,12,6.230295819622049,10.694840377936359,4
12,2,6.607386170037285,120.96375653207396,4
2,3,1.2700192911920665,49.37635038948461,4
3,4,0.7890405566255776,60.89256576465299,4
4,2,1.9170565980168661,110.2689161541376,4
0,2,2.9281804930707405,11.236944259345043,4
2,12,6.607386170037285,120.96375653207396,4
12,0,7.836687118929785,109.72681227272885,4
2,0,2.9281804930707405,11.236944259345043,4
0,1,2.124211853841325,19.782765164622532,4
1,2,1.600598950393259,31.01970942396762,4
3,2,1.2700192911920665,49.37635038948461,4
2,1,1.600598950393259,31.01970942396762,4
1,3,2.542113294092142,18.35664096551698,4
4,9,3.1240443338723582,140.40063479563884,4
9,12,4.47376273398579,151.09547517357518,4
12,4,6.230295819622049,10.694840377936359,4
9,4,3.1240443338723582,140.40063479563884,4
4,10,3.104304914147449,77.81057156697194,4
10,9,4.208126661591829,141.78879363738923,4
5,9,1.6626346562008147,101.58804930482965,4
9,10,4.208126661591829,141.78879363738923,4
10,5,4.276754844505353,116.62315705778113,4
7,6,1.022017612372703,145.8012185995061,4
6,12,4.587922950530011,56.32710746736487,4
12,7,4.110902698921491,157.87167393312905,4
9,7,0.8314806071099927,6.776198759553888,4
7,12,4.110902698921491,157.87167393312905,4
12,9,4.47376273398579,151.09547517357518,4
7,5,1.4916789198751859,108.36424806438357,4
5,6,1.1633958913456761,105.83453333611037,4
6,7,1.022017612372703,145.8012185995061,4
8,9,0.16860011862392002,75.13171864150165,4
9,5,1.6626346562008147,101.58804930482965,4
5,8,1.522131400372518,26.456330663328,4
7,8,0.6936353508869065,81.90791740105554,4
8,5,1.522131400372518,26.456330663328,4
5,7,1.4916789198751859,108.36424806438357,4
8,7,0.6936353508869065,81.90791740105554,4
7,9,0.8314806071099927,6.776198759553888,4
9,8,0.16860011862392002,75.13171864150165,4
14,0,8.321599906268025,114.50448765290096,5
0,1,2.748080057058018,54.73066843866044,5
1,14,7.670704074594456,59.773819214240525,5
12,14,9.142279639127212,7.820942997711383,5
14,13,1.5161860044203024,11.442797867294072,5
13,12,9.384314199769742,3.621854869582781,5
0,14,8.321599906268025,114.50448765290096,5
14,12,9.142279639127212,7.820942997711383,5
12,0,4.532522917757835,122.32543065061233,5
6,17,4.42213070815416,129.93397517952064,5
17,16,2.72131732806007,101.54905249929563,5
16,6,4.853031217703015,28.384922680225007,5
6,14,6.737679496681332,150.67263772567193,5
14,1,7.670704074594456,59.773819214240525,5
1,6,4.0189889275786745,149.5535430600876,5
14,6,6.737679496681332,150.67263772567193,5
6,16,4.853031217703015,28.384922680225007,5
16,14,3.629759358414824,122.2877150454469,5
17,15,4.422007688821899,144.13715101413865,5
15,16,1.800224430453047,114.3137964865657,5
16,17,2.72131732806007,101.54905249929563,5
14,15,2.415641736681994,123.3984884679874,5
15,13,3.348710946020872,134.84128633528147,5
13,14,1.5161860044203024,11.442797867294072,5
15,14,2.415641736681994,123.3984884679874,5
14,16,3.629759358414824,122.2877150454469,5
16,15,1.800224430453047,114.3137964865657,5
9,7,5.2943466074672525,36.491786135204855,5
7,8,3.8032307318909813,120.07755129551843,5
8,9,3.127518185398765,83.58576516031358,5
2,5,1.4649863480592564,85.39990433373657,5
5,1,1.8749253318465766,111.77523507998968,5
1,2,1.359070270442261,26.375330746253116,5
5,6,2.3083606737249704,98.67122185992274,5
6,1,4.0189889275786745,149.5535430600876,5
1,5,1.8749253318465766,111.77523507998968,5
10,9,4.748549462730699,167.77388500785372,5
9,18,5.716420208487126,110.23559207189078,5
18,10,2.031693382378353,57.53829293596292,5
17,10,3.8754846148578626,5.525266004915294,5
10,18,2.031693382378353,57.53829293596292,5
18,17,2.8103923213672517,63.063558940878224,5
6,10,1.9069643415648876,135.45924118443594,5
10,17,3.8754846148578626,5.525266004915294,5
17,6,4.42213070815416,129.93397517952064,5
3,2,1.711283144310139,90.0,5
2,1,1.359070270442261,26.375330746253116,5
1,3,1.5618175309555202,63.62466925374688,5
0,3,2.5134156043121862,8.894000815086489,5
3,1,1.5618175309555202,63.62466925374688,5
1,0,2.748080057058018,54.73066843866044,5
19,3,1.205663717626105,131.3193778269698,5
3,0,2.5134156043121862,8.894000815086489,5
0,19,1.8482567462341353,122.42537701188334,5
3,7,2.6865206122417895,65.65378613383518,5
7,2,2.1113694608002644,155.6537861338352,5
2,3,1.711283144310139,90.0,5
3,19,1.205663717626105,131.3193778269698,5
19,7,3.6311056167509084,163.02683603919508,5
7,3,2.6865206122417895,65.65378613383518,5
7,11,5.643925052656174,55.384477221667666,5
11,8,8.921117082518311,175.4620285171862,5
8,7,3.8032307318909813,120.07755129551843,5
19,11,2.737707435063141,107.64235881752738,5
11,7,5.643925052656174,55.384477221667666,5
7,19,3.6311056167509084,163.02683603919508,5
11,0,3.4289644209294425,129.93226417058932,5
0,12,4.532522917757835,122.32543065061233,5
12,11,5.8704995528489725,107.7423051787984,5
11,19,2.737707435063141,107.64235881752738,5
19,0,1.8482567462341353,122.42537701188334,5
0,11,3.4289644209294425,129.93226417058932,5
7,4,2.9237470820849056,159.34621386616442,5
4,2,1.3021597444246233,45.00000000000042,5
2,7,2.1113694608002644,155.6537861338352,5
4,5,0.3433380258578994,40.39990433373615,5
5,2,1.4649863480592564,85.39990433373657,5
2,4,1.3021597444246233,45.00000000000042,5
4,7,2.9237470820849056,159.34621386616442,5
7,9,5.2943466074672525,36.491786135204855,5
9,4,5.7230608069458775,164.1619999986308,5
10,4,3.8680311529252203,3.6118850092227817,5
4,9,5.7230608069458775,164.1619999986308,5
9,10,4.748549462730699,167.77388500785372,5
5,4,0.3433380258578994,40.39990433373615,5
4,6,2.451305774480204,139.07112619365893,5
6,5,2.3083606737249704,98.67122185992274,5
4,10,3.8680311529252203,3.6118850092227817,5
10,6,1.9069643415648876,135.45924118443594,5
6,4,2.451305774480204,139.07112619365893,5
0,8,2.9394429744426063,7.610782359506851,6
8,9,5.352341169992809,33.87806689987499,6
9,0,3.1605779534762304,26.26728454036822,6
8,15,6.344509594917484,119.55688192304666,6
15,9,9.191034000589925,153.43494882292165,6
9,8,5.352341169992809,33.87806689987499,6
14,15,4.15167833532416,43.58557678859755,6
15,8,6.344509594917484,119.55688192304666,6
8,14,7.840912255598834,75.97130513444911,6
17,3,2.385150938620028,29.569531333268106,6
3,2,0.9832202194829,26.69153172110534,6
2,17,3.1658030576774676,2.8779996121627747,6
0,1,1.107467832489956,145.6026131054759,6
1,8,3.3341460675861216,137.99183074596914,6
8,0,2.9394429744426063,7.610782359506851,6
1,5,3.51530823684069,33.49518467374111,6
5,8,4.494468822897763,171.48701541971025,6
8,1,3.3341460675861216,137.99183074596914,6
1,3,3.1643560166327678,90.0,6
3,5,2.776358226166068,56.504815326258885,6
5,1,3.51530823684069,33.49518467374111,6
3,1,3.1643560166327678,90.0,6
1,2,2.829009897472966,63.30846827889466,6
2,3,0.9832202194829,26.69153172110534,6
2,1,2.829009897472966,63.30846827889466,6
1,9,4.034530208091148,171.86989764584408,6
9,2,5.939961700213226,124.82163407526124,6
1,0,1.107467832489956,145.6026131054759,6
0,9,3.1605779534762304,26.26728454036822,6
9,1,4.034530208091148,171.86989764584408,6
12,10,2.8832093229594,33.00948535110231,6
10,13,5.898312724839197,59.660681361637536,6
13,12,4.505589084681382,26.651196010535223,6
5,12,4.546049933733679,154.60953186926562,6
12,8,6.315645651871231,33.903452711024144,6
8,5,4.494468822897763,171.48701541971025,6
14,12,9.104336604058528,109.87475784547325,6
12,13,4.505589084681382,26.651196010535223,6
13,14,7.653329340881653,83.22356183493802,6
12,14,9.104336604058528,109.87475784547325,6
14,8,7.840912255598834,75.97130513444911,6
8,12,6.315645651871231,33.903452711024144,6
4,3,2.2736818159100443,0.0,6
3,17,2.385150938620028,29.569531333268106,6
17,4,2.972111707187332,29.569531333268095,6
3,4,2.2736818159100443,0.0,6
4,5,0.7034841860340569,56.504815326258885,6
5,3,2.776358226166068,56.504815326258885,6
16,17,2.463702295327095,135.4803822877195,6
17,18,3.7906265972791355,145.99205598961956,6
18,16,2.157713836448198,78.52756172266095,6
7,16,0.8980924228608098,165.04991362098758,6
16,18,2.157713836448198,78.52756172266095,6
18,7,2.7809093836369434,116.42252465635148,6
11,7,3.663444553968302,129.11983747411765,6
7,18,2.7809093836369434,116.42252465635148,6
18,11,4.559728171722521,114.45763786953088,6
10,11,0.4410997619586754,165.7849313339779,6
11,13,6.335524761217495,106.12424997234041,6
13,10,5.898312724839197,59.660681361637536,6
6,12,3.5567985605035304,26.46357539802682,6
12,5,4.546049933733679,154.60953186926562,6
5,6,1.4208145551056264,128.14595647123878,6
4,6,1.5522280760249123,71.6411411449799,6
6,5,1.4208145551056264,128.14595647123878,6
5,4,0.7034841860340569,56.504815326258885,6
12,6,3.5567985605035304,26.46357539802682,6
6,10,4.233700981410944,6.545909953075522,6
10,12,2.8832093229594,33.00948535110231,6
6,11,4.209018056506767,159.23902138090244,6
11,10,0.4410997619586754,165.7849313339779,6
10,6,4.233700981410944,6.545909953075522,6
11,6,4.209018056506767,159.23902138090244,6
6,7,1.932354263586261,71.6411411449799,6
7,11,3.663444553968302,129.11983747411765,6
19,16,0.5454557727258931,76.49306978357501,6
16,7,0.8980924228608098,165.04991362098758,6
7,19,0.7294847496692445,118.4570165954374,6
6,19,2.2073189619989226,46.81587545045752,6
19,7,0.7294847496692445,118.4570165954374,6
7,6,1.932354263586261,71.6411411449799,6
19,6,2.2073189619989226,46.81587545045752,6
6,4,1.5522280760249123,71.6411411449799,6
4,19,2.4471847090074745,118.4570165954374,6
19,4,2.4471847090074745,118.4570165954374,6
4,17,2.972111707187332,29.569531333268095,6
17,19,2.3322514872971976,148.02654792870553,6
16,19,0.5454557727258931,76.49306978357501,6
